15.885611965869755, 74.54771182551674
15.889514280953298, 74.5493194352794
15.889330211187113, 74.54540248133385
15.886937288909353, 74.54507075233522
15.887342246986728, 74.54200863850156
15.885796038988584, 74.53782374946546
15.882102271928515, 74.53793857873423
15.87989334221775, 74.53784926706783
15.877418724414316, 74.53644144513488
15.87528783987748, 74.53303486830103
15.873004966344826, 74.52901903439988
15.869572462680626, 74.52916091027106
15.862774520866967, 74.52380885243295
15.866081228249866, 74.51833107514102
15.86704634840402, 74.51099842835214
15.858684702394543, 74.50743469621193
15.8526021060735, 74.50642599626197
15.837402710090984, 74.50144510483267
15.832259358381373, 74.50032989984766
15.82721340796763, 74.49949071435168
